tumour_id	intercept	del.mh.prop	SNV3	SV3	SV5	hrd	SNV8	Probability
2020_039T	-3.364	-1.1699293748606747	1.7582909134361868	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	0.0028480569682621287
2020_040T	-3.364	-1.3353963045699275	1.660268403187046	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	0.02142142202680177	9.560905294617502e-4
2020_041T	-3.364	-1.7955463801457991	1.7078584339458283	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.02654964855460549	0.0011780755035382463
2020_042T	-3.364	-2.436295438959852	1.7432730070744995	-0.8767531683765842	-1.1051550910316925	-0.35861524536651634	-0.1256653035545769	0.0014667897544506322
2020_043T	-3.364	3.0903167944723835	2.570157051225022	-0.8767531683765842	0.14107124936588958	0.18044152927535115	0.07240461572598762	0.859800993547658
2020_044T	-3.364	-2.879987082177677	1.99825351987895	-0.8767531683765842	-1.1051550910316925	-0.35861524536651634	-0.1256653035545769	0.0012148460049050016
2020_045T	-3.364	-1.868095398551239	1.6673610623810542	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	0.03544146693866039	0.002395031451690558
2020_047T	-3.364	-2.576505775301203	2.0049048230269513	-0.8767531683765842	-1.1051550910316925	0.0019783907776780747	-0.1256653035545769	0.002373067132526812
2020_049T	-3.364	-0.8669762026322633	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	-0.1256653035545769	4.058412503476914e-4
2020_050T	-3.364	3.2628860684711785	2.1833623722815814	-0.8767531683765842	-1.1051550910316925	0.2578236472114618	0.05287518737505427	0.6013369891905164
2020_051T	-3.364	-1.5193556170601767	1.7298286747830258	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	0.02076480733799479	0.0035564477174250633
2020_053T	-3.364	-1.8328074349816839	1.6222010042005635	-0.8767531683765842	-1.1051550910316925	0.3290082952357935	-0.1256653035545769	0.004710818307644527
2020_055T	-3.364	-2.365714087899389	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	5.758593018123925e-5
2020_056T	-3.364	-2.950991313467478	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.35861524536651634	-0.1256653035545769	5.94085475677212e-5
2020_057T	-3.364	5.367559305542271	2.481948295288773	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	0.068916328596148	0.9351235931771901
2020_058T	-3.364	-1.4340758155557614	1.4322246842805875	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	0.0011024993107242712
2020_059T	-3.364	-1.412628208878725	1.6248882596373833	-0.8767531683765842	-1.1051550910316925	0.0019783907776780747	-0.1256653035545769	0.005182173227612223
2020_060T	-3.364	-2.042586646333853	1.998606624488546	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	0.0015153267317477108
2020_061T	-3.364	3.469306309216023	2.443362899051909	-0.8767531683765842	0.8525361999783673	1.1018726205221236	-0.1256653035545769	0.9707065298102755
2020_062T	-3.364	-1.0693159882878998	2.0366423521589776	-0.8767531683765842	-1.1051550910316925	-0.22152390744014128	-0.1256653035545769	0.00878599827934442
2020_063T	-3.364	-1.5585167121263979	1.763566765400451	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.02395791322878911	0.0015740185785755453
2020_064T	-3.364	-2.305095611559876	1.546178197511247	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	0.032224178734097456	0.001367556278568795
2020_065T	-3.364	-0.8898695704061517	2.3518765312825956	-0.8767531683765842	-1.1051550910316925	0.3290082952357935	-0.1256653035545769	0.024589034185513003
2020_066T	-3.364	-2.9134836263100508	1.9879263087157637	-0.8767531683765842	-1.1051550910316925	0.755508621282031	0.04710250901478788	0.004198358585134849
2020_067T	-3.364	-1.6085532422200872	1.6966220195575055	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.04661923497006767	0.0014325465778246293
2020_068T	-3.364	-1.412628208878725	1.5095412101195513	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.035967509378816015	0.0014299632854706014
2020_069T	-3.364	-1.2713204973273697	2.1012689588808477	-0.8767531683765842	-1.1051550910316925	0.5136689036452455	0.06806181299157724	0.01918549025855849
2020_071T	-3.364	-2.7556438278991657	1.9290782593736937	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	4.8359121087610007e-4
2020_072T	-3.364	-2.7087010775800984	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	1.5383583828025006e-5
2020_073T	-3.364	-1.8818706573908097	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	0.3290082952357935	0.04347994997766622	4.074749331361859e-4
2020_074T1	-3.364	-2.4219666166492364	1.4245637565180584	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	7.548885177747593e-4
2020_075T	-3.364	4.830793054875729	2.7242576535297487	1.2445644564256217	-1.1051550910316925	1.1301077962232235	0.05376125380424118	0.9959875355876953
2020_076T	-3.364	-2.258946806673753	2.080084097459087	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	4.989413497425969e-4
2020_077T	-3.364	-1.6367932495743032	1.6101493617303266	-0.8767531683765842	-1.1051550910316925	-0.22152390744014128	0.04550924841003643	0.0038779357862964714
2020_078T	-3.364	-2.82247972139687	1.4420015736196439	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	1.5008804390194368e-4
2020_079T	-3.364	-2.7261423466587713	1.3729216270119313	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	0.008619488712104531	7.376749181750776e-4
2020_080T	-3.364	-2.6164524761037318	1.5657055224198506	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	7.157029457406027e-4
2020_081T	-3.364	-1.5952873995539905	1.78682149161866	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	-0.1256653035545769	0.004573878119367386
2020_082T	-3.364	-1.5161980563577075	1.6529114809309227	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	0.0023427857779678672
2020_083T	-3.364	-2.4176694721444068	1.619366468919671	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	9.210401651584112e-4
2020_086T	-3.364	-1.388783087054994	1.9029216465587093	-0.8767531683765842	-1.1051550910316925	-0.22152390744014128	-0.1256653035545769	0.00560230606469671
2020_087T	-3.364	4.147054345666786	2.0924519646603406	0.6257138798578503	-1.1051550910316925	-0.1027699889327326	0.027372608502881323	0.9105743270566262
2020_089T	-3.364	-0.38370783701675054	2.156274431534823	-0.8767531683765842	-1.1051550910316925	0.5136689036452455	-0.1256653035545769	0.039721220748704704
2020_090T	-3.364	-1.446986852986818	1.4605591529628366	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	0.040686508532848796	7.141264580917155e-4
2020_091T	-3.364	-1.7852021397281954	1.6526009585581536	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	-0.1256653035545769	0.004035844340087242
2020_093T	-3.364	3.8561586489117974	2.7663046775851656	-0.8767531683765842	0.9003817625174156	0.9454471878137717	0.1034737120691461	0.9870165690010143
2020_094T	-3.364	-1.7229891136683977	1.3448692888107672	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	4.0883905940716536e-4
2020_096T	-3.364	-0.8791035449914752	1.9108781333864946	-0.8767531683765842	-1.1051550910316925	0.0019783907776780747	0.03551253079267062	0.013698945886355599
2020_102T	-3.364	-2.788909029264513	2.1731645350212774	-0.8767531683765842	-1.1051550910316925	0.6184172833556558	0.04986777819992007	0.004999687244559917
2020_103T	-3.364	-2.1398312461099933	1.3353261739713829	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	9.153507008516788e-4
2020_104T	-3.364	-2.793865674138718	1.407678966317915	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	3.9635081670716854e-4
2020_105T	-3.364	3.033730444622023	2.7792883506008126	1.6175838276144556	0.3634606339956107	0.7121179019473494	0.11466344813194386	0.9948152974000649
2020_106T	-3.364	-2.838584577412952	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.03616576359163455	2.9419960685692883e-5
2020_107T	-3.364	-1.7942295646644388	1.5010698286995738	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	0.023562817348483023	0.0013713883672365824
2020_108T	-3.364	-4.23467531571798	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	0.007344721283338373	3.820373931599514e-6
2020_109T	-3.364	-2.148922640215179	2.192489506972429	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	-0.1256653035545769	0.0026022671364851974
2020_110T	-3.364	-0.766240942964545	1.5218370987122216	-0.8767531683765842	-1.1051550910316925	-0.35861524536651634	0.021798064414574457	0.007195133188119188
2020_111T	-3.364	-2.65250372565734	1.430184479288792	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	1.7580145559568285e-4
2020_112T	-3.364	-2.1502632749204587	1.7792392658618694	-0.8767531683765842	-1.1051550910316925	0.18044152927535115	-0.1256653035545769	0.003462982609560264
2020_113T	-3.364	0.32143842214181095	1.7750046581511292	-0.8767531683765842	-1.1051550910316925	0.18044152927535115	-0.1256653035545769	0.03936607677340195
2020_116T	-3.364	-1.5631752390102684	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	0.18044152927535115	-0.1256653035545769	4.078756771055282e-4
2020_118T1	-3.364	-2.179850298167022	1.8293092505729425	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	7.781891991435119e-4
2020_118T2	-3.364	-1.930595021255574	1.974318642835843	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	0.0011538486980522907
2020_120T	-3.364	-2.307939564103765	1.880392029849309	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	3.891300429155738e-4
2020_122T	-3.364	-3.1168563916458703	1.534001185477471	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	0.033798398750804426	9.131151268256799e-4
2020_123T	-3.364	-1.7523706480821273	1.621018069271362	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	0.0013887239586303905
2020_126T	-3.364	-3.2690020981025425	1.3816250362220353	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	9.041252872068052e-5
2020_127T	-3.364	-3.8922923783263643	2.3522348379744327	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	1.2795323256422722e-4
2020_128T	-3.364	-2.5394294569033327	1.840632524391298	-0.8767531683765842	-1.1051550910316925	0.18044152927535115	-0.1256653035545769	0.0024975883349660486
2020_130T	-3.364	-0.5375318610539129	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	0.024482760420250497	0.0012134042946250736
2020_131T	-3.364	-2.1042516333840897	1.5933199806350453	-0.8767531683765842	-1.1051550910316925	0.3290082952357935	-0.1256653035545769	0.0034929940057679943
2020_132T	-3.364	-2.1033008779933704	1.7572777079199158	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	7.817101619755573e-4
2020_133T	-3.364	-1.989563898381957	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	0.03927271806000127	2.885500702172756e-4
2020_134T	-3.364	-2.4411229432660724	1.9232595609777954	-0.8767531683765842	-1.1051550910316925	0.45627264551356567	-0.1256653035545769	0.003937891053060385
2020_135T	-3.364	-1.9596647110329941	1.6893618258291483	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	4.5536166791974755e-4
2020_136T	-3.364	-2.8820986705546576	1.6708910779440154	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	-0.1256653035545769	0.001128709322763707
2020_139T	-3.364	3.381123427122383	2.637093794495385	0.4493301535979267	-1.1051550910316925	1.0425617581346378	-0.1256653035545769	0.9485970597024894
2020_141T	-3.364	-1.8375186797016656	1.3975656801691645	-0.8767531683765842	-1.1051550910316925	0.3949149851378366	0.03284621106781955	0.004687767361755646
2020_142T	-3.364	-1.8168239645297015	1.9172127527814822	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	0.002259400845708649
2020_143T	-3.364	-3.0389031148943615	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	2.9374221092642983e-5
2020_146T	-3.364	-1.511588689605541	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.35861524536651634	-0.1256653035545769	2.5054776211663006e-4
2020_148T	-3.364	-2.486713207965543	2.235156708821	-0.8767531683765842	-1.1051550910316925	-0.5207598832086068	-0.1256653035545769	0.0019385202650106575
2020_149T	-3.364	-2.5712540862244846	2.029383598820352	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	9.215807148736348e-4
2020_150T	-3.364	-1.956202370121825	1.7531091473831832	-0.8767531683765842	-1.1051550910316925	-0.22152390744014128	-0.1256653035545769	0.002742358892750732
2020_153T	-3.364	2.211523024880063	2.7228758797324852	1.0678442859982817	-1.1051550910316925	0.9454471878137717	0.06950679431515304	0.9274418697809401
2020_154T	-3.364	-1.123648778831017	2.984920944313543	-0.8767531683765842	0.34734825438628386	0.87426253978944	-0.1256653035545769	0.21694900217782676
2020_155T	-3.364	-2.4246526839376066	1.6006619200798353	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	-0.1256653035545769	4.8483736369806153e-4
2020_156T	-3.364	-1.9091383980508358	2.1525346526139058	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	0.08803724021313283	0.005956814736846513
2020_159T	-3.364	-2.837906474043723	2.198959382016391	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.039202572872690467	6.878164071509871e-4
2020_160T	-3.364	-3.222757751328543	2.213896974652669	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	-0.1256653035545769	0.0016842397735248621
2020_161T	-3.364	-3.9911179604041394	2.227018138563009	-0.8767531683765842	-1.1051550910316925	-0.7192088815107105	-0.1256653035545769	3.508214514261285e-4
2020_168T	-3.364	-2.813398410073491	2.1755395604352503	-0.8767531683765842	-1.1051550910316925	0.2578236472114618	-0.1256653035545769	0.0028670263265556804
2020_169T	-3.364	-2.617971067449184	1.8355346292845605	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	7.246736984877405e-4
2020_170T	-3.364	-2.005740915103135	1.5215499007495852	-0.8767531683765842	0.1429736751808814	0.0019783907776780747	0.01344322770683109	0.010286848819736575
2020_173T	-3.364	-3.044680058682397	2.297506268192278	-0.8767531683765842	-1.1051550910316925	0.0019783907776780747	-0.1256653035545769	0.001991708119556054
2020_174T	-3.364	5.910867427238826	2.248494217524169	-0.8767531683765842	-1.1051550910316925	0.6184172833556558	0.08086137521929367	0.9710478715070321
2020_176T	-3.364	0.5382714713534427	1.8777785746615752	-0.8767531683765842	-1.1051550910316925	-1.3356477740886885	0.03387653289899717	0.014320637193319866
2020_177T	-3.364	-1.937231600759033	1.696715403963542	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	0.04944265788782874	0.00431513245523319
2020_179T	-3.364	-1.9023207654209189	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	-0.1256653035545769	2.1893926575145833e-4
2020_182T	-3.364	-1.4581608705313587	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	0.03705255508790041	6.321307672646446e-5
2020_183T	-3.364	-1.7012296641581608	-0.9498329113924051	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	-0.1256653035545769	2.676919028006275e-4
2020_184T	-3.364	-3.079697966483214	1.6076553913564662	-0.8767531683765842	-1.1051550910316925	-0.1027699889327326	-0.1256653035545769	8.697921371762343e-4
2020_186T	-3.364	-1.4140256203462143	1.4924098509246535	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	6.4521857289526e-4
2020_187T	-3.364	-3.103107407909157	1.6092912455674055	-0.8767531683765842	-1.1051550910316925	0.09567900936937164	0.026287151140803173	0.001207785481616607
2020_188T	-3.364	-1.9023207654209189	1.743921992678551	-0.8767531683765842	-1.1051550910316925	-0.22152390744014128	-0.1256653035545769	0.002867348023872417
2020_189T	-3.364	1.5303595310172842	2.4911643874660054	1.2146394915530758	-1.1051550910316925	-0.22152390744014128	-0.1256653035545769	0.6034399631901054
2020_191T	-3.364	-1.5016448774190498	1.6638030776681347	-0.8767531683765842	-1.1051550910316925	-0.9750541379444942	-0.1256653035545769	0.0018615741914104985
2020_192T	-3.364	-2.1226833939321144	2.444484418683877	-0.8767531683765842	-1.1051550910316925	-1.9520866666666665	-0.1256653035545769	8.228945961281639e-4
2020_193T	-3.364	-1.4122415335368537	2.1215802334290546	-0.8767531683765842	-1.1051550910316925	0.8364128560329906	-0.1256653035545769	0.019344330733237804
2020_200T	-3.364	-1.9447820404542142	2.0924775832648663	-0.8767531683765842	-1.1051550910316925	0.7121179019473494	-0.1256653035545769	0.009836597457018646
